"동별(1)",동별(2),동별(3),2023. 03,2023. 03,2023. 03,2023. 03,2023. 03,2023. 03,2023. 03,2023. 03,2023. 03,2023. 03,2023. 04,2023. 04,2023. 04,2023. 04,2023. 04,2023. 04,2023. 04,2023. 04,2023. 04,2023. 04,2023. 05,2023. 05,2023. 05,2023. 05,2023. 05,2023. 05,2023. 05,2023. 05,2023. 05,2023. 05
"동별(1)",동별(2),동별(3),세대 (세대),합계 (명),합계 (명),합계 (명),한국인 (명),한국인 (명),한국인 (명),외국인 (명),외국인 (명),외국인 (명),세대 (세대),합계 (명),합계 (명),합계 (명),한국인 (명),한국인 (명),한국인 (명),외국인 (명),외국인 (명),외국인 (명),세대 (세대),합계 (명),합계 (명),합계 (명),한국인 (명),한국인 (명),한국인 (명),외국인 (명),외국인 (명),외국인 (명)
"동별(1)",동별(2),동별(3),소계,소계,남자,여자,소계,남자,여자,소계,남자,여자,소계,소계,남자,여자,소계,남자,여자,소계,남자,여자,소계,소계,남자,여자,소계,남자,여자,소계,남자,여자
"합계",송파구,풍납2동,10854,24326,11507,12819,24130,11422,12708,196,85,111,10830,24274,11483,12791,24074,11396,12678,200,87,113,10842,24261,11475,12786,24057,11387,12670,204,88,116
"합계",송파구,거여1동,5589,12260,6145,6115,12187,6122,6065,73,23,50,5574,12208,6117,6091,12133,6094,6039,75,23,52,5575,12197,6108,6089,12122,6085,6037,75,23,52
"합계",송파구,거여2동,10058,23746,11582,12164,23662,11543,12119,84,39,45,10077,23751,11566,12185,23666,11527,12139,85,39,46,10089,23786,11584,12202,23701,11546,12155,85,38,47
"합계",송파구,마천1동,8694,18528,9487,9041,18381,9435,8946,147,52,95,8695,18530,9486,9044,18387,9436,8951,143,50,93,8680,18486,9451,9035,18340,9400,8940,146,51,95
"합계",송파구,마천2동,8585,18089,9257,8832,17928,9187,8741,161,70,91,8559,18017,9211,8806,17859,9143,8716,158,68,90,8543,17951,9160,8791,17793,9093,8700,158,67,91
"합계",송파구,방이1동,6100,15338,7411,7927,15244,7369,7875,94,42,52,6109,15330,7407,7923,15238,7367,7871,92,40,52,6118,15356,7418,7938,15266,7379,7887,90,39,51
"합계",송파구,방이2동,15326,26511,12113,14398,25977,11880,14097,534,233,301,15336,26506,12124,14382,25965,11889,14076,541,235,306,15348,26465,12080,14385,25923,11842,14081,542,238,304
"합계",송파구,오륜동,5886,17769,8676,9093,17750,8664,9086,19,12,7,5886,17770,8683,9087,17751,8671,9080,19,12,7,5887,17778,8691,9087,17758,8680,9078,20,11,9
"합계",송파구,오금동,15602,37957,18418,19539,37710,18297,19413,247,121,126,15592,37909,18387,19522,37664,18266,19398,245,121,124,15601,37888,18381,19507,37645,18264,19381,243,117,126
"합계",송파구,송파1동,12423,23875,11159,12716,23558,11006,12552,317,153,164,12421,23855,11132,12723,23535,10977,12558,320,155,165,12454,23872,11139,12733,23551,10988,12563,321,151,170
"합계",송파구,송파2동,7196,18931,9118,9813,18795,9049,9746,136,69,67,7177,18858,9081,9777,18722,9011,9711,136,70,66,7181,18855,9093,9762,18722,9025,9697,133,68,65
"합계",송파구,석촌동,16984,31603,14972,16631,31062,14735,16327,541,237,304,16984,31559,14940,16619,31019,14704,16315,540,236,304,16939,31473,14894,16579,30926,14655,16271,547,239,308
"합계",송파구,삼전동,15987,29726,13793,15933,29347,13648,15699,379,145,234,15992,29673,13761,15912,29296,13615,15681,377,146,231,16030,29647,13743,15904,29272,13598,15674,375,145,230
"합계",송파구,가락본동,11670,25788,12778,13010,25520,12655,12865,268,123,145,11646,25722,12726,12996,25448,12601,12847,274,125,149,11658,25711,12702,13009,25430,12575,12855,281,127,154
"합계",송파구,가락1동,9877,27611,13377,14234,27451,13300,14151,160,77,83,9888,27732,13454,14278,27558,13369,14189,174,85,89,9874,27693,13437,14256,27516,13349,14167,177,88,89
"합계",송파구,가락2동,12336,31573,15414,16159,31402,15337,16065,171,77,94,12355,31587,15407,16180,31412,15329,16083,175,78,97,12348,31561,15392,16169,31382,15312,16070,179,80,99
"합계",송파구,문정1동,8434,19791,9740,10051,19621,9658,9963,170,82,88,8450,19789,9741,10048,19621,9661,9960,168,80,88,8466,19776,9741,10035,19613,9662,9951,163,79,84
"합계",송파구,문정2동,15753,28891,13208,15683,28705,13137,15568,186,71,115,15767,28855,13209,15646,28670,13138,15532,185,71,114,15786,28909,13213,15696,28727,13143,15584,182,70,112
"합계",송파구,잠실본동,15925,28383,13504,14879,27857,13276,14581,526,228,298,15934,28343,13489,14854,27820,13261,14559,523,228,295,15967,28348,13497,14851,27834,13275,14559,514,222,292
"합계",송파구,잠실4동,7208,21243,10232,11011,21177,10200,10977,66,32,34,7217,21284,10247,11037,21218,10215,11003,66,32,34,7226,21277,10249,11028,21209,10216,10993,68,33,35
"합계",송파구,잠실6동,5833,16666,7933,8733,16508,7835,8673,158,98,60,5830,16657,7914,8743,16511,7827,8684,146,87,59,5821,16646,7910,8736,16494,7820,8674,152,90,62
"합계",송파구,잠실7동,3372,9434,4387,5047,9419,4380,5039,15,7,8,3369,9419,4382,5037,9405,4376,5029,14,6,8,3376,9423,4387,5036,9409,4381,5028,14,6,8
"합계",송파구,잠실2동,11545,35000,16731,18269,34887,16661,18226,113,70,43,11551,35095,16774,18321,34988,16708,18280,107,66,41,11554,35048,16759,18289,34939,16693,18246,109,66,43
"합계",송파구,잠실3동,11827,34134,16206,17928,34000,16140,17860,134,66,68,11830,34135,16189,17946,34002,16124,17878,133,65,68,11847,34119,16162,17957,33983,16097,17886,136,65,71
"합계",송파구,장지동,12104,29053,13982,15071,28895,13919,14976,158,63,95,12103,29037,13981,15056,28875,13915,14960,162,66,96,12096,28991,13948,15043,28829,13880,14949,162,68,94
"합계",송파구,위례동,14545,44706,21740,22966,44579,21703,22876,127,37,90,14573,44775,21790,22985,44649,21753,22896,126,37,89,14575,44796,21803,22993,44669,21766,22903,127,37,90
"합계",강동구,소계,202637,464027,226905,237122,459982,225091,234891,4045,1814,2231,202623,463620,226713,236907,459567,224899,234668,4053,1814,2239,202725,463338,226506,236832,459275,224690,234585,4063,1816,2247
"합계",강동구,강일동,13114,33082,15839,17243,32888,15783,17105,194,56,138,13112,33047,15804,17243,32855,15746,17109,192,58,134,13117,33023,15762,17261,32838,15705,17133,185,57,128
"합계",강동구,명일1동,10031,25572,12442,13130,25484,12413,13071,88,29,59,10034,25569,12447,13122,25472,12414,13058,97,33,64,10051,25612,12476,13136,25515,12443,13072,97,33,64
"합계",강동구,명일2동,6504,17306,8419,8887,17248,8398,8850,58,21,37,6500,17268,8397,8871,17211,8377,8834,57,20,37,6501,17282,8404,8878,17224,8384,8840,58,20,38
"합계",강동구,고덕1동,8110,23937,12192,11745,23826,12119,11707,111,73,38,8109,23960,12207,11753,23856,12138,11718,104,69,35,8117,23955,12209,11746,23851,12140,11711,104,69,35
"합계",강동구,고덕2동,8953,22904,11566,11338,22739,11462,11277,165,104,61,8955,22901,11562,11339,22739,11460,11279,162,102,60,8927,22853,11532,11321,22689,11428,11261,164,104,60
"합계",강동구,암사2동,6379,15035,7269,7766,14967,7239,7728,68,30,38,6384,15027,7264,7763,14957,7234,7723,70,30,40,6382,14998,7235,7763,14928,7206,7722,70,29,41
"합계",강동구,암사3동,6194,17506,8549,8957,17459,8529,8930,47,20,27,6196,17486,8543,8943,17441,8525,8916,45,18,27,6183,17448,8527,8921,17404,8509,8895,44,18,26
"합계",강동구,천호1동,12980,26623,13073,13550,26359,12964,13395,264,109,155,12977,26573,13047,13526,26310,12939,13371,263,108,155,12969,26514,13026,13488,26255,12920,13335,259,106,153
"합계",강동구,천호3동,14458,26765,12941,13824,26280,12692,13588,485,249,236,14463,26739,12943,13796,26248,12691,13557,491,252,239,14488,26756,12937,13819,26269,12686,13583,487,251,236
"합계",강동구,성내1동,8243,19775,9490,10285,19627,9428,10199,148,62,86,8241,19760,9470,10290,19611,9408,10203,149,62,87,8263,19770,9463,10307,19615,9400,10215,155,63,92
"합계",강동구,성내2동,12710,23414,11523,11891,22875,11260,11615,539,263,276,12680,23360,11500,11860,22816,11238,11578,544,262,282,12679,23322,11484,11838,22780,11222,11558,542,262,280
"합계",강동구,성내3동,10628,22984,11216,11768,22676,11091,11585,308,125,183,10615,22936,11199,11737,22624,11074,11550,312,125,187,10606,22897,11174,11723,22579,11046,11533,318,128,190
"합계",강동구,둔촌1동,40,74,40,34,65,36,29,9,4,5,39,73,39,34,64,35,29,9,4,5,39,73,39,34,64,35,29,9,4,5
"합계",강동구,둔촌2동,10304,24212,11872,12340,24105,11826,12279,107,46,61,10301,24199,11885,12314,24096,11840,12256,103,45,58,10284,24141,11865,12276,24033,11818,12215,108,47,61
"합계",강동구,암사1동,16028,34324,16939,17385,34034,16826,17208,290,113,177,16063,34312,16934,17378,34020,16820,17200,292,114,178,16088,34332,16938,17394,34038,16824,17214,294,114,180
"합계",강동구,천호2동,17587,33836,16522,17314,33213,16234,16979,623,288,335,17587,33832,16538,17294,33206,16244,16962,626,294,332,17605,33825,16524,17301,33195,16230,16965,630,294,336
"합계",강동구,길동,21917,45225,22035,23190,44889,21901,22988,336,134,202,21903,45144,21971,23173,44809,21837,22972,335,134,201,21952,45127,21973,23154,44789,21838,22951,338,135,203
"합계",강동구,상일1동,13601,39435,19380,20055,39285,19312,19973,150,68,82,13610,39437,19374,20063,39290,19310,19980,147,64,83,13622,39441,19371,20070,39293,19308,19985,148,63,85
"합계",강동구,상일2동,4856,12018,5598,6420,11963,5578,6385,55,20,35,4854,11997,5589,6408,11942,5569,6373,55,20,35,4852,11969,5567,6402,11916,5548,6368,53,19,34
